URL,Title,Price,Specs,Description,Categories
https://kajalnaina.com/product/pink-tourmaline-tennis-bracelet/,Pink Tourmaline Tennis Bracelet | October Birthstone | Kajal Naina,US$330US$474US$433US$205US$422,"• 14K Gold 7.76g
• Pink Tourmaline 4.78ct
• Box Clasp with Double Safety Latch","A chance for the everyday woman to have the exhilarating feeling of……giving yourself a boost of courage and positive energy…striking up conversations without saying a word…and marking memorable moments.Because when you wear something boldly, intentionally, and uniquely YOU people notice…And what better way to do that than with your birthstone?BONUS: often includes an increase of compliments and confidence.Pink TOURMALINE meaning is based in its feminine nature. It is all about the heart, love and compassion. Pink tourmaline imparts a gentle demeanor, particularly during times of change and growth while taking strides toward enlightenment.Our tennis bracelet’s come in an array of beautiful coloured gemstones… birthstones and more.A modern take on the traditional tennis bracelet setting which makes it an ever green style. The setting uses minimal metal to allow the gemstones to stand out. They are so beautiful and versatile you will want to wear yours everyday!","Birthstones - The Rainbow, Bracelet, Private VIP Sales, Private VIP Sales Collection C, Select By Collection, Select By Type"
https://kajalnaina.com/product/emerald-tennis-bracelet/,Emerald Tennis Bracelet | May Birthstone | Kajal Naina,"US$1,344US$1,434US$279US$422US$2,278US$279","• 14K Gold 7.51g
• Emerald 4.43ct
• Box Clasp with Double Safety Latch","A chance for the everyday woman to have the exhilarating feeling of……giving yourself a boost of courage and positive energy…striking up conversations without saying a word…and marking memorable moments.Because when you wear something boldly, intentionally, and uniquely YOU people notice…And what better way to do that than with your birthstone?BONUS: often includes an increase of compliments and confidence.Emeralds are often labelled as the most opulent gems in the room, but that doesn’t mean they can’t be worn in a casual manner. The birthstone of May, when the earth is covered with fresh Green nature Emerald is prized for its brilliant and beautiful green color and the perfect gem to celebrate this month. For those who would like to infuse their day to day with some royal green, these emerald bracelets make a beautiful choice.Our tennis bracelet’s come in an array of beautiful coloured gemstones… birthstones and more.A modern take on the traditional tennis bracelet setting which makes it an ever green style. The setting uses minimal metal to allow the gemstones to stand out. They are so beautiful and versatile you will want to wear yours everyday!","Birthstones - The Rainbow, Bracelet, Private VIP Sales, Private VIP Sales Collection C, Select By Collection, Select By Type"
https://kajalnaina.com/product/mystique-coral-pendant/,Buy Mystique Coral Pendant | Red Coral Pendant | Kajal Naina,US$602US$659,"• 14K Yellow Gold
• Carved Coral
• AAA Freshwater Pearls","Stand out in the crowd with this beautiful and elegant pendant.Our Mystique Pendant series is exactly as the name says – there’s a quality of mystery, glamour, or power associated with these combinations of glistening pearls and beautiful colored gemstones set in solid yellow gold.","Black Friday 2024? Collection C, Necklaces, Pearls, Pendants, Select By Collection, Select By Type"
https://kajalnaina.com/product/mini-birthstone-blue-sapphire/,Mini Birthstone ? Blue Sapphire (September) | 14K Gold | Kajal Naina,US$166,"• 14K Yellow Gold 0.13g
• Blue Sapphire 0.14ct","Customize your shine at KN jewellery bar.Introducing the new jewellery bar concept, Kajal Naina believes a true statement piece connected to the wearer’s heart can only be achieved by co-creation between the brand and the customer.","Magic Bar - Birthstone, Pendant, Select By Collection, Select By Type"
https://kajalnaina.com/product/butterfly-wings-bracelets-with-black-beads-children/,Butterfly Wings Bracelets with Black Beads (Children) | 14K Gold & Diamonds | Kajal Naina,"US$472US$279US$305US$678US$794US$1,254US$960US$1,050","• 14K Yellow Gold 1.17g
• Round Brilliant Diamonds 0.69ct
• Butterfly Size: 10mm
• Length: 6.5 Inches","One of the most beautiful natural miracles, a butterfly signifies hope, change, and endurance. It beautifully represents new beginnings and fresh starts. Give wings to your love with these delicately designed statement pieces. These dazzling pieces make for a perfect gift that lasts a lifetime.","Black Friday 2024? Collection C, Bracelet, Butterfly Wings Series, Select By Collection, Select By Type, You and I"
https://kajalnaina.com/product/mountain-beauty-green-chalcedony-coral-pendantbrooch/,Mountain Beauty Laligurans Pendant/Brooch with Pearl Splash ( Red flower / Green leaf ) – Kajal Naina,"US$4,186","• Gold approximately 25 gms
• Diamonds 0.30 ct.
• White sapphire 0.82 ct
• Custom carved reconstructed coral
• Custom carved green Chalcedony",***One of our bestsellers ***Do you want to show up in your life and be seen for who you really are? That starts with surrounding yourself with thoughts and objects that tell your story.The beautiful Rhododendron flower of the Himalayas yet again inspired the gold flower with beautiful green chalcedony carved leaves in the center. The splash of pearls around it signifies droplets of pure water cascading down the waterfalls from the mountains.Green Chalcedony is known as a great healing gemstone. It is said to make the owners feel calm.You can use this statement jewellery in 3 ways:,"Brooche, Laligurans, Laligurans Collection, Mountain Beauty Laligurans, Pearls, Pendant, Select By Collection, Select By Type"
https://kajalnaina.com/product/chinese-zodiac-pendant-snake/,Chinese Zodiac Pendant - Snake – Kajal Naina,"US$279US$1,510US$269US$228US$998US$1,088US$279","• 14K Yellow Gold 0.85g
• Round Briliant Diamonds 0.006 ct
• Size: 8.5x 12mm",empty:,"2023 CNY, 2023 CNY Pendants, Black Friday 2024– Collection A, Pendant, Pendants, Select By Collection, Select By Type"
https://kajalnaina.com/product/superstars-bracelets-with-black-beads-children/,Superstars Bracelets with Black Beads (Children) | 14K Gold & Diamonds | Kajal Naina,US$549US$330US$474US$433US$205US$422,"• 14K Yellow Gold 1.08g
• Round Brilliant Diamonds 0.075ct
• Star Size: 4.5mm
• Length: 6.5 Inches","Radiate light wherever you go, it?s your time to shine! Inspired by the celestial universe, the intention of this collection is to bring out the star in every woman ? be it a mom, her daughter, or your partner.The Star-themed necklaces, earrings, and bracelets are minimalistic, sleek, and versatile enough to fit any occasion. Wear it individually, paired, or stacked, these chic pieces are sure to brighten your day and elevate your style.","Black Friday 2024? Collection C, Bracelet, Select By Collection, Select By Type, Superstars Series, You and I"
https://kajalnaina.com/product/noor-green-long-necklace-earring-set-b/,Noor Green Long Necklace + Earring Set B | 23K Gold | Kajal Naina,"US$2,432US$2,500US$4,196US$2,048US$1,562US$2,752","• Inspired by the verdant gardens surrounding the Noor Mahal.
Embrace the opulence of Mughal royalty with the Noor Long Necklace + Earring Sets. Each 20-inch necklace is a masterpiece of 22K gold, showcasing the brilliance of Polki diamonds and the captivating allure of colored gemstones and pearls. The intricate designs draw inspiration from the architectural details of the Noor Mahal, creating a majestic piece that commands attention and admiration.",*The above figures are approximately measured.,"Earring, Necklaces, Noor Necklaces, Polki Collection, Select By Collection, Select By Type"
https://kajalnaina.com/product/ful-mala-necklace-2/,Ful Mala Necklace | Kajal Naina,"US$1,169","• 14K Yellow Gold
• Round Brilliant Diamonds G-H/Si 0.305ct
• Length: 18 Inches, adjustable to 16 & 17 Inches",empty:,"Necklaces, Pendant, Select By Collection, Select By Type, Shrawan Offer"
https://kajalnaina.com/product/superstars-earrings-adult/,Superstars Earrings (Adult) | Kajal Naina,US$563US$205US$870US$486US$691US$704,"• 14K Gold 1.80gms
• Round Brilliant Diamonds 0.004ct","Radiate light wherever you go, it’s your time to shine! Inspired by the celestial universe, the intention of this collection is to bring out the star in every woman – be it a mom, her daughter, or your partner. The Star-themed necklaces, earrings, and bracelets are minimalistic, sleek, and versatile enough to fit any occasion. Wear it individually, paired, or stacked, these chic pieces are sure to brighten your day and elevate your style.","Black Friday 2024? Collection C, Ear Ring, Earring, Earrings, Select By Collection, Select By Type, Superstars Series, You and I"
https://kajalnaina.com/product/diya-pendant/,Diya Pendant – Kajal Naina,US$635,"• 14K Yellow Gold
• Round Brilliant Diamonds G-H/Si 0.18ct
• Ruby 0.21ct",empty:,"Black Friday-2024 – Collection B, Pendant, Pendants, Select By Collection, Select By Type"
https://kajalnaina.com/product/blink-evil-eye-pendant/,Blink Evil Eye Pendant | 14K Gold & Diamonds | Kajal Naina,"US$1,098","• 14K Gold 2.60gms
• Round Brilliant Diamonds 0.40ct
• Ruby 0.14ct
• Mother of Pearl 0.70ct / Black Onyx 0.70ct","Made in 14K solid gold and a combination of diamonds and other precious and semi-precious gemstones, this Evil Eye is a luxury piece created to keep you safe and protected while staying true to your chic and elegant style. As with all our creations, this is our take to give you a Simple yet eye-catching version of the Evil Eye unique from any other available in the market.A Turkish staple, the evil eye is worn or carried in order to serve as a protector from misfortune and evil in the world. The desire for protection against the evil eye is nothing new. And in modern times it has also become a very popular trend and a fashion statement along with its meaningful symbolism.","Evil Eye, Pendant, Pendants, Select By Collection, Select By Type, Symbols &amp; Good Luck"
https://kajalnaina.com/product/clare-diamond-engagement-ring/,Clare Diamond Engagement Ring – Kajal Naina,"US$1,957","• 14K Gold 5.073g
• Centre Stones Certified Diamonds (GIA) 1ct 6.5mm (Price is excluded)
• The price range for the Center Stone is according to the Colour & Clarity of the Diamonds
• Sidestones Diamonds 0.94ct",empty:,"Black Friday-2024 – Collection B, Engagement Rings, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/bf-milgrain-ring/,Milgrain Ring – Kajal Naina,US$384,"• 14K White Gold
• Round Brilliant Diamonds
• Ring Size: US 6",empty:,"Black Friday-2024 – Collection B, Select By Collection, Select By Type"
https://kajalnaina.com/product/noir-diamond-ring-single-row/,Noir Diamond Ring/ Single Row – Kajal Naina,US$806,"• 14K Yellow Gold 2.010 gms
Round Brilliant Diamond0.11 ct.
Custom cut Black Onyx 0.52 ct.

* All above figures are approximately measured.
• 14K Yellow Gold 2.010 gms
• Round Brilliant Diamond0.11 ct.
• Custom cut Black Onyx 0.52 ct.",empty:,"2025 Noir, Luminous, Mother’s Day 2025"
https://kajalnaina.com/product/michelle-3-stone-pave-shank-diamond-engagement-ring/,3 Stone Pave Diamond Shank Engagement Ring | Kajal Naina,US$883,"• 14K Gold 2.740gms.
• Diamonds GH/Si-VS1 0.080ct.","Classic and romantic, three-stone engagement rings have been a very popular choice as they are so beautiful, versatile, and symbolic. Michelle 3 stone pave shank diamond engagement ring features a larger center stone with 2 smaller stones on either side and an elegant side profile with pavé-set diamond detailing.Three-stone rings are also called Trinity or Trilogy rings. Three stone rings are full of symbolism and are believed to represent a couple’s past, present, and future. They can also represent love, fidelity, and friendship.This is a very beautiful and versatile design and you can customize the stones to fit your style and budget. Depending on personal choice, some people prefer all diamonds while others prefer other types of stones or a combination of gemstones and diamonds to create an exquisite, elegant ring.*For the Center stones you can choose to make the Ring in Moissanite or Diamonds. Side diamonds will always be Natural Diamonds.*The price given is for the gold and diamond setting with one 6.5mm/ 0.84ct. Moissanite and two 4mm/ 0.21 ct Moissanite as a center stone with Diamonds on the setting.If you would like to make this with all diamonds or other combinations the final price will be calculated depending on the size and quality of the diamonds you choose. Please click here to book your private consultation.","Black Friday-2024 – Collection B, Engagement Rings, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/katherine-diamond-engagement-ring/,Katherine Diamond Engagement Ring | Kajal Naina,"US$1,048","• 14K Gold 3.16g
• Round Brilliant Diamonds 0.42ct
• Centre Stones Certified Diamonds (GIA) 1cts / 6.5mm (Price is excluded)
• The price range for the Center Stone depends on the Colour & Clarity of the Diamonds",empty:,"Black Friday-2024 – Collection B, Engagement Rings, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/chain-ring/,Chain Ring – Kajal Naina,"US$269US$563US$433US$305US$1,510US$215US$305","• 14K Yellow Gold 0.49g
• Round Brilliant Diamond 0.07ct",This summer – Bring out your glow with solid gold! All your day-to-day jewellery needs are covered as you go on to have your fun in the sun or at the sea without any worry of your jewellery spoiling.,"Black Friday-2024 – Collection B, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/tranquility-aum-charm/,Tranquility Aum Charm | 14K Gold & Diamond | Kajal Naina,"US$755US$947US$279US$538US$691US$781US$433US$1,190","• 14K Gold 1.82gms
• Round Brilliant Diamonds 0.14ct / Fancy Diamonds 0.15ct
• Ruby 0.06ct
• Clasp Size: 8x7mm
• Pendant Size: 14x12mm","We bring you the Tranquility Aum Charm.In the same minimal mood as the plain gold Aum Charm but paved with diamonds.This charm is perfect for adding subtle luxury glam to your normal everyday look or dressing up for an occasion.Wear this 14-karat gold charm as part of a decadent stack or alone for a modern, minimalist approach.Aside from enhancing your beauty you naturally would feel more protected when wearing this very precious symbol.","AUM, Black Friday 2024? Collection C, Charmed Life, Charms, Pendant, Private VIP Sales, Private VIP Sales Collection B, Select By Collection, Select By Type"
https://kajalnaina.com/product/moissanite-solitaire-pendant/,Moissanite Solitaire Pendant | 14K Gold | Kajal Naina,US$589,"• 14K Gold 1.04g
• Moissanite Soliataire 1.11ct
• Moissanite Diameter: 7mm",Bring out your glow with solid gold!All your day-to-day jewellery needs are covered as you go on to have your fun in the sun or at the sea without any worry of your jewellery spoiling.,"Black Friday-2024 – Collection B, Pendant, Pendants, Select By Collection, Select By Type"
https://kajalnaina.com/product/diamond-heart-pendant/,Diamond Heart | 14K Gold | Kajal Naina,US$166,"• 14K Yellow Gold 0.56g
• Round Brilliant Diamond 0.007ct","Customize your shine at KN jewellery bar.Introducing the new jewellery bar concept, Kajal Naina believes a true statement piece connected to the wearer’s heart can only be achieved by co-creation between the brand and the customer.","Magic Bar - Natural Theme, Pendant, Select By Collection, Select By Type"
https://kajalnaina.com/product/tara-earrings/,Tara Earrings | Kajal Naina,US$883,"• 14K Yellow Gold 1.93gms
• Round Brilliant Diamonds 0.34ct","A little twinkle for every day, the Tara studs are the perfect classic. Their starry nature inspires hope and gives a sprinkle of good luck we all could use. The earrings go beautifully with both variations of the Tara mangalsutra, of course, but their simplicity and elegance make them the perfect pair to go with just about anything! And one thing we can promise is they will never go out of style!","Select By Collection, Select By Type"
https://kajalnaina.com/product/snowflake-magic/,Buy 14K Gold | Diamond Snowflake Earrings Online | Kajal Naina,US$210,"• 14K Gold 0.95g
• Round Brilliant Diamonds 0.042ct","If you’re looking for earrings to stack on the multiple earring holes you might have, add magic to your ears with these dainty snowflake earrings.","Black Friday 2024– Collection A, Chic, Earring, Exotic, Select By Collection, Select By Type"
https://kajalnaina.com/product/pearl-glasses-chain/,Pearl Glasses Chain – Kajal Naina,"US$205US$563US$433US$305US$1,510US$215US$305","• Stainless Steel
• Freshwater Pearl
• 14K Gold Plated
• Length: 29 Inches",empty:,"Accessories, Black Friday-2024 – Collection B, Pearls, Select By Collection, Select By Type"
https://kajalnaina.com/product/noor-red-long-necklace-earring-set-d/,Noor Red Long Necklace + Earring Set D | 23K GOLD | Kajal Naina,"US$1,920US$5,815US$1,523US$457US$3,754US$305",N/A,*The above figures are approximately measured.,"Ear Ring, Earring, Earrings, Necklaces, Noor Necklaces, Polki Collection, Polki Earrings, Select By Type"
https://kajalnaina.com/product/anna-pearl-necklace-ruby/,Anna Rosetone Pearl Necklace/ Ruby – Kajal Naina,US$538US$742,"• AAA+  Round Pearls 10-12mm
• 925 Silver Clasp with CZ
• Length: 18 inches
• AAA  Round Pearls 10-11mm
• 14KYG Post + Silicon Stoppers with 14KYG",empty:,Luminous
https://kajalnaina.com/product/noor-red-long-pearl-necklace-earring-set-a/,Noor Red Long Pearl Necklace + Earring Set A | 23K Gold |Kajal Naina,"US$1,650US$1,523US$1,039US$305US$3,754US$486",N/A,*The above figures are approximately measured.,"Black Friday 2024– Collection A, Earring, Necklaces, Noor Necklaces, Polki Collection, Select By Collection, Select By Type"
https://kajalnaina.com/product/noor-red-long-pearl-necklace-earring-set-g/,Noor Red Long Pearl Necklace + Earring Set G | 23K Gold | Kajal Naina,"US$2,752US$1,126US$1,472US$486US$2,500US$470","• Gross weight 113.1 gms
• 23K Yellow Gold 5.4 gms
• Uncut Diamond Quality-Syndicate Polki 8.8cts
• Stones 92cts
• Freshwater pearls 115cts
• Metal Wire
• Length: 23 Inches, can extend up to 24 Inches",empty:,"Necklaces, Noor Necklaces, Polki Collection, Select By Collection, Select By Type"
https://kajalnaina.com/product/greta-3-strand-oval-pearl-necklace-emerald-26-inches/,Greta 3 strand Oval Pearl necklace/ Emerald 26 inches – Kajal Naina,US$845,"• AAA+ Freshwater Oval Pearl 7.5-8mm
• 925 Silver Clasp with CZ
• Length: 26 inches",empty:,"Luminous, Mother’s Day 2025, Mother’s Day 2025 Pearl Necklace"
https://kajalnaina.com/product/pisces-zodiac-bracelet/,Pisces Zodiac Bracelet | 14K Gold | Kajal Naina,"US$215US$563US$433US$305US$1,510US$215US$305US$215US$215US$215US$305US$215US$215US$305","• 14K Yellow Gold 1.13g
• Pisces Mini Zodiac
• Length: 7 Inches, adjustable to 5 & 6 Inches","A minimalist and beautifully crafted solid gold Zodiac reminder for the compassionate, romantic, artistic, intensely empathic, and sensitive Pisces women.In Vastu Shastra, it is said that the presence of fish brings wealth, happiness, and prosperity at home. Fishes bring peace to the mind and carry all the negativity with them.The best part is that YOU CAN PERSONALIZE IT BY ADDING ONE OR MORE ZODIAC SIGNS  and make it a piece to represent your relationship, friendship, or family event. Make it spontaneous and fun as you are. Choose to wear your sign alone. Or create your own unique combinations by adding more mini zodiac charms of your choice.","Black Friday-2024 – Collection B, Bracelet, Kismet, Kismet Bracelet, Select By Collection, Select By Type"
https://kajalnaina.com/product/split-shank-diamond-engagement-ring-large/,Split Shank Engagement Ring - Large | Split Diamond Ring | Kajal Naina,"US$2,278","• 14K Gold 3.65g
• Round Brilliant Diamonds GH/Si-VS1 0.712ct",This eye-catching brilliant diamond Oval center with illusion setting ring is held by 2 rows of diamonds on the split shank.  A luxurious design with a modern twist.,"Engagement Rings, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/tranquility-aum-necklace-pendant/,Tranquility Aum Pendant | 14K Gold & Diamond | Kajal Naina,US$674,"• 14K Gold 1.25g
• Round Brilliant Diamonds 0.14ct / Fancy Diamonds 0.15ct
• Ruby 0.06ct / Diamond 0.08ct
• Pendant Size: 14x12mm","We bring you the Tranquility Aum Necklace Pendant.In the same minimal mood as the plain gold Aum necklace pendant but paved with diamonds.This pendant is perfect for adding subtle luxury glam to your normal everyday look or dressing up for an occasion.Wear this 14-karat gold pendant as part of a decadent stack or alone for a modern, minimalist approach.Aside from enhancing your beauty you naturally would feel more protected when wearing this very precious symbol.","AUM, Black Friday-2024 – Collection B, Necklaces, Pendant, Pendants, Select By Collection, Select By Type"
https://kajalnaina.com/product/mini-bubbles-pearl-and-diamond-ring/,Mini Bubbles Pearl & Diamond Ring – Kajal Naina,US$529,"• 14K Yellow Gold 2.08gms
• Round Brilliant Diamonds 0.078ct
• AAA+ Round Freshwater Pearl 6mm & 8mm",empty:,"Pearls, Ring, Select By Collection, Select By Type, Shrawan Offer"
https://kajalnaina.com/product/superstars-pearl-and-diamond-earrings-children/,Superstars Pearl and Diamond Earrings (Children) – Kajal Naina,US$422,"• 14K Yellow Gold 1.14gms
• Round Brilliant Diamonds 0.002ct
• AAA Freshwater White Pearl 6.5-7mm",empty:,"Black Friday-2024 – Collection B, Christmas Gift Guide, Ear Ring, Earring, Earrings, Superstars Series, You and I"
https://kajalnaina.com/product/aquamarine-baroque-pearl-pendant/,Aquamarine Baroque Pearl Pendant | 14K Gold | Kajal Naina,"US$1,536US$2,918US$3,610US$2,150US$2,688","• 14K Gold 1.28gms
• Baroque Pearl 52.25ct
• Aquamarine 1.26ct
• Length: 30.98mm x 18.79mm",empty:,"Colour +, New In, Pendant, Select By Collection, Select By Type"
https://kajalnaina.com/product/bespoke-globependant/,Bespoke - Globe Pendant – Kajal Naina,"US$29,453",N/A,empty:,"Bespoke, Mother’s Day 2025 Pearl Pendant, Pendant, Select By Collection, Select By Type"
https://kajalnaina.com/product/oval-pearl-drop-earrings-with-diamond/,Oval Pearl Drop Earrings (with Diamond) – Kajal Naina,US$494,"• 14KYG approx. 1.10 gms
• Diamond approx. 0.14 ct
• AAA+ FW Oval pearls White 9.5-10mm X 2",empty:,"Mother’s Day 2025 Pearl Earrings, Mother’s Day 2025 Ring, Pearls"
https://kajalnaina.com/product/blue-topaz-tennis-bracelet-december/,Award Winning Fine Jewellery Designer Hong Kong | Kajal Naina,"HK$18,720HK$32,700HK$31,800HK$8,200HK$12,800HK$6,990HK$7,690HK$2,900HK$83,000HK$50,800HK$46,800HK$45,430HK$40,560",N/A,empty:,"Black Friday-2024 – Collection B, Laligurans, Laligurans Collection, Mountain Beauty Laligurans, Necklaces, Select By Collection, Select By Type"
https://kajalnaina.com/product/garnet-pop-ring/,Buy 14K Gold | Garnet | Pop Ring Online | Kajal Naina,N/A,"• 14K Gold 1.94g
• Garnet 1.153ct","A chance for the everyday woman to have the exhilarating feeling of……giving yourself a boost of courage and positive energy…striking up conversations without saying a word…and marking memorable moments.Because when you wear something boldly, intentionally, and uniquely YOU people notice…And what better way to do that than with your birthstone?BONUS: this often includes an increase in compliments and confidence.The name “garnet” originates from the Latin word meaning “pomegranate,” as you can see why from its color. But they also come in an extraordinary range of beautiful colors, including orange, yellow, purple, and vibrant green. Some believe the true value of the garnet birthstone is its power to bring the wearer good health, wealth, and happiness.These rings are designed to allow the gemstones to stand out. Wear them alone or stack them with your other rings, they are so beautiful and versatile that you will want to wear yours every day!","Birthstones - The Rainbow, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/margaret-double-strand-premium-neckace/,Margaret Double Strands Premium Plus Round Pearl Necklace | Kajal Naina,"US$2,278","• Inner Strand: AAA+ Freshwater Premium Round Pearls 10-11mm
• Outer Srand: AAA+ Freshwater Premium Round Pearls 11-12mm
• 925 Silver Flat Clasp
• Length: 16 Inches",empty:,"Black Friday 2024– Collection A, Necklaces, Pearls, Select By Collection, Select By Type"
https://kajalnaina.com/product/ruby-tennis-bracelet/,Ruby Tennis Bracelet | July | Kajal Naina,"US$3,046US$330US$474US$433US$205US$422","• 14K Gold 7.470g
• Ruby 4.880 ct
• Box Clasp with Double Safety Latch","A chance for the everyday woman to have the exhilarating feeling of……giving yourself a boost of courage and positive energy…striking up conversations without saying a word…and marking memorable moments.Because when you wear something boldly, intentionally, and uniquely YOU people notice…And what better way to do that than with your birthstone?BONUS: often includes an increase of compliments and confidence.Ruby is the July birthstone – and it’s one of the most coveted of gems. Symbolic of the passion and energy gemstones have been revered since ancient times. Associated with the color red, the vibrant ruby is said to bring love and success.Our tennis bracelet’s come in an array of beautiful coloured gemstones… birthstones and more.A modern take on the traditional tennis bracelet setting which makes it an ever green style. The setting uses minimal metal to allow the gemstones to stand out. They are so beautiful and versatile you will want to wear yours everyday!","Birthstones - The Rainbow, Black Friday 2024? Collection C, Bracelet, Select By Collection, Select By Type"
https://kajalnaina.com/product/golden-floating-pearl-necklace-2/,Golden Floating Pearl Necklace | 14K Gold | Kajal Naina,US$627,"• AAA+ Golden South Sea Pearl 10-12mm
• 14K Gold Chain 1.9gms
• Length: 17-18 Inches",empty:,"Necklaces, Pearls, Pendant, Select By Collection, Select By Type, XMAS KN Shopping Guide"
https://kajalnaina.com/product/divine-lotus-bracelet/,18K Gold Divine Lotus Bracelet | Kajal Naina,US$589US$649,"• 18K Gold 2.50g
• AAA+ Freshwater Pearls 4mm
• Ruby 0.05ct
• Mother of Pearl 1.12ct
• Sliding Ball & Clasp",The Lotus flower is symbolic of purity.Despite growing in muddy water the flower blossoms on long stalks floating above all the impurities.When you wear this bracelet we hope it reminds you of the capacity of your soul to expand and embrace the beauty of life with a clear conscience.This bracelet features a  pink full-bloom lotus represented by solid gold set with one ruby dot. This is representative of the state of your mind at enlightenment or the stage where nirvana is attained.  A lotus sits on both sides of a mother-of-pearl background so that no matter which side you flip it you will always see the beautiful flower.,"AUM, Black Friday-2024 – Collection B, Select By Collection, Select By Type, Symbols &amp; Good Luck"
https://kajalnaina.com/product/kamala3strandslavenderroundpearlnecklace/,Josephine Necklace | Lavender Pearl Necklace | Kajal Naina,US$379,N/A,empty:,"Mother’s Day 2025 Pearl Pendant, Necklaces, Pearls, Select By Collection, Select By Type"
https://kajalnaina.com/product/dolphinebraceletchildren-braceletno4-425-89318-1/,Dolphine Bracelet (Children) - Bracelet No. 4 - 425-89318-1 – Kajal Naina,US$23,N/A,empty:,"Bracelet, Mothers Day 2025 Bracelet, Select By Collection, You and I"
https://kajalnaina.com/product/megan-multi-coloured-pearl-necklace-8-5mm-13mm/,Megan Multi-Colour Pearl Necklace | Kajal Naina,N/A,"• Combination of AAA+ Tahitian Pearls, Light Golden South sea pearls, White south sea pearls, Lavender Freshwater pearls with Silver beads
• Pearl Size: 8.5mm to 13m
• Magnetic Silver Clasp
• Length: 17 Inches","Megan is a beautiful necklace created from a combination of various exotic pearls of different colors, shapes, and sizes. Between each pearl is a beautiful Japanese silver bead. Each stand is made of uniquely different pearls strung together to create the same design.","Mothers Day, Mothers Day Pearl Special, Necklaces, Pearls, Pendant, Select By Collection, Select By Type"
https://kajalnaina.com/product/dew-drop-pearl-diamond-ring/,Dew Drop Pearl Diamond Ring – Kajal Naina,US$627,"• 14K Yellow Gold 1.71g
• Round Brilliant Diamonds 0.095ct
• AAA+ Round Freshwater Pearl 8mm",empty:,"Black Friday 2024– Collection A, Select By Collection, Select By Type"
https://kajalnaina.com/product/jarette-diamond-engagement-ring/,Jarette Diamond Engagement Ring | Kajal Naina,US$0US$769,"• 14K Gold 2.649g
• Round Brilliant Diamonds 0.26ct
• Centre Stone Fits: Certified Diamonds (GIA) 1ct 6.5mm (Price is excluded)
• The price range for the Center Stone depends on Color & Clarity of the Diamond",empty:,"Engagement Rings, Ring, Select By Collection, Select By Type"
https://kajalnaina.com/product/garnet-tennis-bracelet/,Buy Garnet Tennis Bracelet | January Birthstone | Kajal Naina,"US$1,510US$755US$947US$302US$353US$461US$1,152US$1,242US$410US$781","• 14K Gold 8.130g
• Garnet 6.82ct
• Box Clasp with Double Safety Latch","A chance for the everyday woman to have the exhilarating feeling of……giving yourself a boost of courage and positive energy…striking up conversations without saying a word…and marking memorable moments.Because when you wear something boldly, intentionally, and uniquely YOU people notice…And what better way to do that than with your birthstone?BONUS: often includes an increase in compliments and confidence.The name “garnet” originates from the Latin word meaning “pomegranate,” as you can see why from its color. But they also come in an extraordinary range of beautiful colors, including orange, yellow, purple, and vibrant green. Some believe the true value of the garnet birthstone is its power to bring the wearer good health, wealth, and happiness.Our tennis bracelet’s come in an array of beautiful colored gemstones… birthstones and more.A modern take on the traditional tennis bracelet setting which makes it an ever-green style. The setting uses minimal metal to allow the gemstones to stand out. They are so beautiful and versatile that you will want to wear them every day!","Birthstones - The Rainbow, Black Friday 2024? Collection C, Bracelet, Select By Collection, Select By Type"
https://kajalnaina.com/product/ovallongdropearrings/,Buy Oval long drop pearl earrings with 14K Gold | Kajal Naina,US$210,N/A,*Figures mentioned are approximated.,"Ear Ring, Earring, Jewelries, Pearls, Select By Collection, Select By Type"
https://kajalnaina.com/product/ayankabutterflyearstud/,Ayanka Butterfly Ear Stud – Kajal Naina,US$360,N/A,14k YG 1.52Diamonds G-H/ si 0.09 ct.,"Ear Ring, Earring, Earrings, Mothers Day 2025 Ear Studs"
https://kajalnaina.com/product/moon-star-charm/,Award Winning Fine Jewellery Designer Hong Kong | Kajal Naina,"HK$18,720HK$32,700HK$31,800HK$8,200HK$12,800HK$6,990HK$7,690HK$2,900HK$83,000HK$50,800HK$46,800HK$45,430HK$40,560",N/A,empty:,"Black Friday-2024 – Collection B, Laligurans, Laligurans Collection, Mountain Beauty Laligurans, Necklaces, Select By Collection, Select By Type"
https://kajalnaina.com/product/garden-window-mangalsutra/,Darshan Mangalsutra | 14K Gold | Kajal Naina,"US$1,050US$1,388US$1,178US$1,536US$1,024US$1,370US$1,050","• 14K Yellow Gold 3.43 gms
• Round Brilliant Diamonds 0.311ct
• Length: 18 Inches, adjustable to 16 & 17 Inches",empty:,"555 Collection A, KN M. Dhamaka Festival 555, Mangalsutra 5.0, Necklaces, Select By Collection, Select By Type"
